'level1';'level2';'level3';'filter0';'filter1';'Data[0]';'Data[1]';'Data[2]';'Data[3]'
'มหาสารคาม';'โกสุมพิสัย';'โพนงาม';'171092';'167000';'ชุมชนโพนงามโพนสวาง';'บริเวณรอบโรงเรียน น้ำท่วมเสียหาย';'1 แห่ง';'ถมพื้นที่สนามโรงเรียน 1.ดิน 2.ท่อ คสล. ยาว 40 เมตร'
'มหาสารคาม';'โกสุมพิสัย';'เลิงใต้';'304891';'297600';'บ้านเลิงบัว';'อาคารเรียน น้ำท่วมเสียหาย';'1 หลัง';'อาคารเรียนแบบ สปช.105/261.เปลี่ยนบานประตูบานทึบไม้เนื้อแข็งขนาด 1.00 ม.x 2.00 ม.2.บานพับชนิด 2 ปีกขนาด 5 นิ้วx 4 นิ้ว3.ทาสีน้ำครีลิค (กึ่งเงา)4.สีน้ำมันขนาด 3.785 ลิตร (ชนิดเงา)5.รางน้ำสังกะสี เบอร์ 26 กว้าง 5 นิ้ว6.ปูพื้นกระเบื้องเคลือบขนาด 12x12 นิ้วอาคารอเนกประสงค์แบบ สปช.202/261.กระเบื้องหลังคา แบบลอนคู่ขนาด 0.50x1.20 ม. หนา 5 มม.2.สีน้ำมันขนาด 3.785 ลิตร(ชนิดเงา)ดินถมเพื่อยกระดับ'
'มหาสารคาม';'เชียงยืน';'เหล่าบัวบาน';'264423';'258100';'บ้านหนองเดิ่น';'อาคารเรียน น้ำท่วมเสียหาย';'1 หลัง';'อาคารเรียนแบบ ป.ฉ เตี้ยขนาด 6 ห้อง สร้าง พ.ศ.2514 1. ฝาผนังไม้พร้อมเคร่าไม้1.1.ไม้ฝาขนาด1/2 นิ้ว x6 นิ้ว x 4.50 ม.1.2โครงเคร่าไม้ยางขนาด1 1/2 นิ้วx 3 นิ้ว1.3 ตะปูรวม 2.พื้นไม้เนื้อแข็ง2.1ไม้เนื้อแข็งขนาด 1 นิ้วx 6 นิ้วx4.50 ม.2.2 ตะปูรวม  3.สีน้ำมัน3.1 สีน้ำมัน ขนาด 3.785 ลิตร3.2 ทินเนอร์หรือน้ำมันสน  4.เสาคอนกรีต4.1 เสาคอนกรีตแบบตีนช้างขนาด20 ซม.x 20 ซม.x1.20 ม.4.2 น๊อตหัวกลมขนาดเส้นผ่าศูนย์กลาง 6 หุน (19 มม.)'
'พิษณุโลก';'บางระกำ';'บางระกำ';'338290';'330200';'วัดท่าโก ';'ถนน อาคารเรียน น้ำท่วมเสียหาย';'1 แห่ง';' - หลังคาเมทัสชีส,บานประตู-หน้าต่าง ,ทาสี,ถนน คสล'
'พิษณุโลก';'บางระกำ';'ชุมแสงสงคราม';'651582';'636000';' วัดหนองอ้อ  ';'ถนนคอนกรีต น้ำท่วมเสียหาย';'1 แห่ง';' - ดินถม,ถนนคอนกรีต'
'พิษณุโลก';'บางระกำ';'ท่านางงาม';'54913';'53600';' บ้านห้วยชัน ';'พื้นปูกรเบื้อง น้ำท่วมเสียหาย';'1 แห่ง';' - พื้นปูกระเบื้องเคลือบ ,กระเบื้องลอนคู่,ทาสี'
'ลพบุรี';'เมืองลพบุรี';'เขาสามยอด';'102450';'100000';'วัดหนองบัวขาว';'อาคารเรียน อาคารประกอบ น้ำท่วมเสียหาย';'1 แห่ง';'ประตูเหล็กม้วนบานทึบ/เสากลาง/ฝากล่อง/เสริมคันดิน'
'ลพบุรี';'เมืองลพบุรี';'โคกกะเทียม';'98352';'96000';'วัดคอกกระบือ
 (จอมประชาสรรค์)';'อาคารเรียน น้ำท่วมเสียหาย';'1 หลัง';'อาคารเรียน ทาสี'
'ลพบุรี';'เมืองลพบุรี';'โคกกะเทียม';'65261';'63700';'วัดหนองปลิง';'สนาม โรงอาหาร น้ำท่วมเสียหาย';'1 หลัง';'โรงอาหาร เปลี่ยนประตู ทาสี/สนามเด็กเล่น(เครื่องเล่น ทาสี/อาคารเรียน ทาสี/ส้วม ทาสี/ซุ้มพระ ทาสี/ป้าย'
'ลพบุรี';'เมืองลพบุรี';'บางขันหมาก';'1809267';'1766000';'วัดหนองแก้ว';'อาคารเรียน อาคารประกอบ น้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';'อาคารเรียนเปลี่ยนประตู หน้าต่าง ฝ้า ทาสี/อาคารเรียน ประตู ผนัง ทาสี กระจก หน้าต่าง ทาสี/ส้วม 3 หลัง/บ้านพักครู ผนัง ทาสี โรงอาหาร/รั้ว ทาสี/สนามเด็กเล่น  ถมทราย ทาสี/ลานกีฬาอเนกประสงค์/ถนน ถมลูกรัง'
'มหาสารคาม';'โกสุมพิสัย';'หนองบัว';'1726283';'1685000';'บ้านคุยแพง';'อาคารเรียน อาคารประกอบ น้ำท่วมเสียหาย';'1 หลัง';'อาคารปฐมวัย1.ประตูบานทึบไม้เนื้อแข็งขนาด 0.80 x 2.00 ม.2.วงกบไม้เนื้อแข็ง 2x4 นิ้ว3.มือจับขนาด 6 นิ้ว4.ที่ยึดประตูกระแทกแบบก้ามปู5.บานพับชนิด 2 บี (5 x 4 นิ้ว)อาคารเรียนแบบ สปช.105/291.ซ่อมพื้นอาคารเรียนคอนกรีตผสมเสร็จ 180 กก/ตร.ซม อาคารอเนกประสงค์และสนามกีฬา1.คอนกรีตผสมเสร็จ2.ดินถมรอบอาคารเรียน/สนามวอลเลย์บอล/ส้วมสุขสันต์อาคารบริการ1.ซ่อมระบบไฟฟ้าถนนหน้าอาคารเรียนรอบบริเวณโรงเรียน1.ดินถมยกระดับ2.วายเมท3.คอนกรีตสำเร็จรั้วโรงเรียน1.อิฐบล๊อค2.ปูนก่อ3.หิน'
